Status,Module,File Time Stamp,Link Time Stamp,File Size,Attr.,Link Checksum,Real Checksum,CPU,Subsystem,Symbols,Preferred Base,Actual Base,Virtual Size,Load Order,File Ver,Product Ver,Image Ver,Linker Ver,OS Ver,Subsystem Ver
?,"API-MS-WIN-CORE-KERNEL32-PRIVATE-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
?,"API-MS-WIN-CORE-PRIVATEPROFILE-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-CORE-SHUTDOWN-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
?,"API-MS-WIN-SERVICE-PRIVATE-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"EXT-MS-WIN-NTUSER-UICONTEXT-EXT-L1-1-0.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"IESHIMS.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
,"API-MS-WIN-CORE-PSAPI-OBSOLETE-L1-1-0.DLL",2013-08-22 04:17:36,2013-08-22 04:17:36,2560,HA,0x0000C251,0x0000C251,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-PSM-APPNOTIFY-L1-1-0.DLL",2013-08-22 04:14:11,2013-08-22 04:14:11,2560,HA,0x0000F6E8,0x0000F6E8,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-PSM-KEY-L1-1-0.DLL",2013-08-22 04:14:45,2013-08-22 04:14:45,3584,HA,0x00002092,0x00002092,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-QUIRKS-L1-1-0.DLL",2013-08-22 04:17:14,2013-08-22 04:17:14,3072,HA,0x0000B6F3,0x0000B6F3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-REALTIME-L1-1-0.DLL",2013-08-22 04:17:29,2013-08-22 04:17:29,2560,HA,0x00006F45,0x00006F45,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-REGISTRY-L1-1-0.DLL",2013-08-22 04:17:13,2013-08-22 04:17:13,3584,HA,0x00001A30,0x00001A30,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-REGISTRY-L2-1-0.DLL",2013-08-22 04:14:44,2013-08-22 04:14:44,4096,HA,0x000091F9,0x000091F9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-REGISTRY-PRIVATE-L1-1-0.DLL",2013-08-22 04:14:44,2013-08-22 04:14:44,3072,HA,0x0000F56E,0x0000F56E,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-REGISTRYUSERSPECIFIC-L1-1-0.DLL",2013-08-22 04:17:35,2013-08-22 04:17:35,3072,HA,0x0000A6BA,0x0000A6BA,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-RTLSUPPORT-L1-2-0.DLL",2013-08-22 04:17:38,2013-08-22 04:17:38,2560,HA,0x000030F5,0x000030F5,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-SHLWAPI-LEGACY-L1-1-0.DLL",2013-08-22 04:17:36,2013-08-22 04:17:36,5120,HA,0x00004083,0x00004083,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-SHLWAPI-OBSOLETE-L1-1-0.DLL",2013-08-22 04:17:36,2013-08-22 04:17:36,3584,HA,0x00010C3D,0x00010C3D,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-SIDEBYSIDE-L1-1-0.DLL",2013-08-22 04:17:35,2013-08-22 04:17:35,3072,HA,0x0000BD36,0x0000BD36,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-STRING-L1-1-0.DLL",2013-08-22 04:17:14,2013-08-22 04:17:14,2560,HA,0x0000B628,0x0000B628,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-STRING-L2-1-0.DLL",2013-08-22 04:17:36,2013-08-22 04:17:36,2560,HA,0x0000315D,0x0000315D,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-STRING-OBSOLETE-L1-1-0.DLL",2013-08-22 04:17:18,2013-08-22 04:17:18,3072,HA,0x0000CC97,0x0000CC97,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-STRINGANSI-L1-1-0.DLL",2013-08-22 04:17:36,2013-08-22 04:17:36,3072,HA,0x00002778,0x00002778,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
E,"API-MS-WIN-CORE-SYNCH-L1-1-0.DLL",2013-08-22 04:17:34,2013-08-22 04:17:33,3584,HA,0x0000A1F2,0x0000A1F2,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-SYNCH-L1-2-0.DLL",2013-08-22 04:17:34,2013-08-22 04:17:34,4096,HA,0x00005B38,0x00005B38,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-SYSINFO-L1-1-0.DLL",2013-08-22 04:17:34,2013-08-22 04:17:34,3584,HA,0x00008A4D,0x00008A4D,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-SYSINFO-L1-2-0.DLL",2013-08-22 04:17:34,2013-08-22 04:17:33,3584,HA,0x00004DCE,0x00004DCE,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-SYSINFO-L1-2-1.DLL",2013-08-22 04:17:34,2013-08-22 04:17:34,3584,HA,0x00002200,0x00002200,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-SYSTEMTOPOLOGY-L1-1-0.DLL",2013-08-22 04:17:35,2013-08-22 04:17:35,2560,HA,0x0000B88C,0x0000B88C,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-THREADPOOL-L1-2-0.DLL",2013-08-22 04:17:34,2013-08-22 04:17:34,4096,HA,0x0000DACD,0x0000DACD,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-THREADPOOL-LEGACY-L1-1-0.DLL",2013-08-22 04:17:33,2013-08-22 04:17:33,2560,HA,0x0000B942,0x0000B942,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-THREADPOOL-PRIVATE-L1-1-0.DLL",2013-08-22 04:17:34,2013-08-22 04:17:34,2560,HA,0x00010710,0x00010710,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-TIMEZONE-L1-1-0.DLL",2013-08-22 04:17:33,2013-08-22 04:17:33,3072,HA,0x00001A5F,0x00001A5F,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-URL-L1-1-0.DLL",2013-08-22 04:17:35,2013-08-22 04:17:35,3584,HA,0x0000F224,0x0000F224,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-UTIL-L1-1-0.DLL",2013-08-22 04:17:33,2013-08-22 04:17:33,2560,HA,0x0000AF6C,0x0000AF6C,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-VERSION-L1-1-0.DLL",2013-08-22 04:17:36,2013-08-22 04:17:36,2560,HA,0x0000D1B7,0x0000D1B7,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-VERSION-PRIVATE-L1-1-0.DLL",2013-08-22 04:17:38,2013-08-22 04:17:38,2560,HA,0x0000BAA5,0x0000BAA5,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-VERSIONANSI-L1-1-0.DLL",2013-08-22 04:17:35,2013-08-22 04:17:35,2560,HA,0x00001097,0x00001097,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-WINDOWSERRORREPORTING-L1-1-0.DLL",2013-08-22 04:17:35,2013-08-22 04:17:35,3072,HA,0x0000234E,0x0000234E,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-WINRT-ERROR-L1-1-0.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3584,HA,0x0001035C,0x0001035C,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-WINRT-ERROR-L1-1-1.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3584,HA,0x0000108C,0x0000108C,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-WINRT-ERRORPRIVATE-L1-1-1.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3072,HA,0x000022C0,0x000022C0,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-WINRT-L1-1-0.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3584,HA,0x000107C4,0x000107C4,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-WINRT-PROPERTYSETPRIVATE-L1-1-0.DLL",2013-08-22 04:12:55,2013-08-22 04:12:54,3072,HA,0x0000E0D5,0x0000E0D5,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-WINRT-REGISTRATION-L1-1-0.DLL",2013-08-22 04:11:01,2013-08-22 04:11:00,3072,HA,0x000021E1,0x000021E1,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-CORE-WINRT-ROBUFFER-L1-1-0.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3072,HA,0x00005571,0x00005571,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-WINRT-STRING-L1-1-0.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3584,HA,0x0000E0B7,0x0000E0B7,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-WOW64-L1-1-0.DLL",2013-08-22 04:17:33,2013-08-22 04:17:33,2560,HA,0x0000E6CD,0x0000E6CD,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-CORE-XSTATE-L2-1-0.DLL",2013-08-22 04:17:38,2013-08-22 04:17:38,2560,HA,0x0000F14E,0x0000F14E,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DEVICES-CONFIG-L1-1-1.DLL",2013-08-22 04:14:45,2013-08-22 04:14:45,4608,HA,0x0000EDB0,0x0000EDB0,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DEVICES-QUERY-L1-1-1.DLL",2013-08-22 04:17:38,2013-08-22 04:17:38,3072,HA,0x000070CA,0x000070CA,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-ADVAPI32-L1-1-0.DLL",2013-08-22 04:17:19,2013-08-22 04:17:19,6656,HA,0x000046C3,0x000046C3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-ADVAPI32-L2-1-0.DLL",2013-08-22 04:14:14,2013-08-22 04:14:14,3584,HA,0x00005857,0x00005857,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-NORMALIZ-L1-1-0.DLL",2013-08-22 04:14:49,2013-08-22 04:14:49,2560,HA,0x00005245,0x00005245,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-OLE32-L1-1-0.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,4608,HA,0x00008748,0x00008748,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-SHELL32-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3072,HA,0x0000624F,0x0000624F,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-SHLWAPI-L1-1-0.DLL",2013-08-22 04:17:38,2013-08-22 04:17:38,6144,HA,0x00003F29,0x00003F29,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-SHLWAPI-L2-1-0.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,4608,HA,0x00002D4A,0x00002D4A,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-USER32-L1-1-0.DLL",2013-08-22 04:14:48,2013-08-22 04:14:48,3584,HA,0x0000AF14,0x0000AF14,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DOWNLEVEL-VERSION-L1-1-0.DLL",2013-08-22 04:14:48,2013-08-22 04:14:48,2560,HA,0x0000CB06,0x0000CB06,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-DX-D3DKMT-L1-1-0.DLL",2013-08-22 04:14:48,2013-08-22 04:14:48,6656,HA,0x00006C7F,0x00006C7F,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-EVENTING-CLASSICPROVIDER-L1-1-0.DLL",2013-08-22 04:17:18,2013-08-22 04:17:18,2560,HA,0x00006E74,0x00006E74,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-EVENTING-CONSUMER-L1-1-0.DLL",2013-08-22 04:17:19,2013-08-22 04:17:19,2560,HA,0x00002C78,0x00002C78,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-EVENTING-CONTROLLER-L1-1-0.DLL",2013-08-22 04:17:19,2013-08-22 04:17:19,3072,HA,0x000082C6,0x000082C6,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-EVENTING-LEGACY-L1-1-0.DLL",2013-08-22 04:17:18,2013-08-22 04:17:18,3072,HA,0x00009FCE,0x00009FCE,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-EVENTING-OBSOLETE-L1-1-0.DLL",2013-08-22 04:17:19,2013-08-22 04:17:19,2560,HA,0x00005422,0x00005422,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-EVENTING-PROVIDER-L1-1-0.DLL",2013-08-22 04:17:36,2013-08-22 04:17:36,3072,HA,0x00001D2B,0x00001D2B,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-EVENTLOG-LEGACY-L1-1-0.DLL",2013-08-22 04:17:37,2013-08-22 04:17:37,2560,HA,0x0000A919,0x0000A919,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-GDI-DPIINFO-L1-1-0.DLL",2013-08-22 04:14:15,2013-08-22 04:14:15,3072,HA,0x000076B3,0x000076B3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-MM-JOYSTICK-L1-1-0.DLL",2013-08-22 04:14:48,2013-08-22 04:14:48,3072,HA,0x0000D592,0x0000D592,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-MM-MISC-L1-1-1.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3584,HA,0x0000869A,0x0000869A,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-MM-MISC-L2-1-0.DLL",2013-08-22 04:14:21,2013-08-22 04:14:21,3072,HA,0x000071E3,0x000071E3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-MM-MME-L1-1-0.DLL",2013-08-22 04:14:48,2013-08-22 04:14:48,5632,HA,0x00010641,0x00010641,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-MM-TIME-L1-1-0.DLL",2013-08-22 04:14:48,2013-08-22 04:14:48,3072,HA,0x0000AB90,0x0000AB90,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-NTUSER-IE-MESSAGE-L1-1-0.DLL",2013-08-22 04:14:15,2013-08-22 04:14:15,3584,HA,0x000093D9,0x000093D9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-POWER-BASE-L1-1-0.DLL",2013-08-22 04:17:15,2013-08-22 04:17:15,3072,HA,0x00007A58,0x00007A58,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-POWER-SETTING-L1-1-0.DLL",2013-08-22 04:17:15,2013-08-22 04:17:15,3584,HA,0x00002E06,0x00002E06,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-RTCORE-NTUSER-PRIVATE-L1-1-0.DLL",2013-08-22 04:14:16,2013-08-22 04:14:16,3584,HA,0x00007B34,0x00007B34,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-RTCORE-NTUSER-SYNCH-L1-1-0.DLL",2013-08-22 04:14:17,2013-08-22 04:14:17,3072,HA,0x0000C68E,0x0000C68E,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-RTCORE-NTUSER-WINDOW-L1-1-0.DLL",2013-08-22 04:14:17,2013-08-22 04:14:17,5120,HA,0x00009DDA,0x00009DDA,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-RTCORE-NTUSER-WINEVENT-L1-1-0.DLL",2013-08-22 04:14:19,2013-08-22 04:14:19,3072,HA,0x0000F807,0x0000F807,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-RTCORE-NTUSER-WMPOINTER-L1-1-0.DLL",2013-08-22 04:14:17,2013-08-22 04:14:17,4096,HA,0x0000C825,0x0000C825,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SECURITY-ACTIVEDIRECTORYCLIENT-L1-1-0.DLL",2013-08-22 04:14:44,2013-08-22 04:14:44,3584,HA,0x0000E14E,0x0000E14E,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SECURITY-APPCONTAINER-L1-1-0.DLL",2013-08-22 04:17:14,2013-08-22 04:17:14,3072,HA,0x0000DFD8,0x0000DFD8,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SECURITY-AUDIT-L1-1-1.DLL",2013-08-22 04:14:06,2013-08-22 04:14:06,3584,HA,0x00004409,0x00004409,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SECURITY-BASE-L1-1-0.DLL",2013-08-22 04:13:17,2013-08-22 04:13:17,5632,HA,0x0000D3F3,0x0000D3F3,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SECURITY-BASE-L1-2-0.DLL",2013-08-22 04:14:22,2013-08-22 04:14:22,5632,HA,0x00010828,0x00010828,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SECURITY-BASE-PRIVATE-L1-1-1.DLL",2013-08-22 04:13:33,2013-08-22 04:13:33,2560,HA,0x0000F9DE,0x0000F9DE,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SECURITY-CREDENTIALS-L1-1-0.DLL",2013-08-22 04:14:05,2013-08-22 04:14:05,4096,HA,0x00007C3A,0x00007C3A,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SECURITY-CREDENTIALS-L2-1-0.DLL",2013-08-22 04:14:05,2013-08-22 04:14:05,3584,HA,0x00006037,0x00006037,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SECURITY-GROUPPOLICY-L1-1-0.DLL",2013-08-22 04:14:39,2013-08-22 04:14:39,4096,HA,0x00003BC4,0x00003BC4,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SECURITY-LSALOOKUP-L1-1-1.DLL",2013-08-22 04:14:05,2013-08-22 04:14:05,3072,HA,0x0000B3FB,0x0000B3FB,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SECURITY-LSALOOKUP-L2-1-1.DLL",2013-08-22 04:14:02,2013-08-22 04:14:02,3072,HA,0x000044A8,0x000044A8,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
